;tweetid;stance;emotions;emotion_intensity
8266;1422121043037196290;believe;[1, 0, 1, 1, 0, 1, 1, 0];[0.797, 0.0, 0.531, 2.094, 0.0, 0.812, 1.2819999999999998, 0.0]
8267;1422360231091347456;ambiguous;[1, 0, 0, 1, 0, 1, 0, 0];[1.4050000000000002, 0.0, 0.0, 1.0470000000000002, 0.0, 1.171, 0.0, 0.0]
8268;1434973436418400264;believe;[0, 1, 0, 1, 0, 0, 0, 1];[0.0, 0.266, 0.0, 0.75, 0.0, 0.0, 0.0, 0.45299999999999996]
8269;1434705782830886914;believe;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 0.938, 0.0, 0.0, 0.0, 0.0, 0.281, 1.023]
8270;1426389060021522432;ambiguous;[0, 1, 0, 0, 1, 0, 1, 1];[0.0, 1.1880000000000002, 0.0, 0.0, 1.4789999999999999, 0.0, 0.49200000000000005, 0.609]
8271;1422943900306710542;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 1.4849999999999999, 0.0, 0.6409999999999999, 0.828, 0.0]
8272;1575161031554629632;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.9690000000000001, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
8273;1595098586072879104;deny;[1, 0, 1, 0, 0, 0, 0, 0];[1.407, 0.0, 0.531, 0.0, 0.0, 0.0, 0.0, 0.0]
8274;1429526006474358793;ambiguous;[1, 0, 1, 1, 0, 1, 0, 0];[0.606, 0.0, 0.742, 0.625, 0.0, 0.75, 0.0, 0.0]
8275;1428179727005601801;ambiguous;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.562]
8276;1422121064876945413;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7340000000000001]
8277;1421549113615728643;believe;[0, 1, 1, 0, 1, 0, 1, 1];[0.0, 0.57, 0.125, 0.0, 0.5790000000000001, 0.0, 0.297, 1.563]
8278;1425262905596039172;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.664]
8279;1424379085170659334;believe;[1, 0, 1, 1, 0, 1, 0, 0];[0.968, 0.0, 1.2890000000000001, 0.542, 0.0, 0.594, 0.0, 0.0]
8280;1568672480830668802;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.39399999999999996, 0.0, 0.49200000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
8281;1421290165235077122;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9540000000000001]
8282;1427271554996523008;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.42200000000000004, 0.0, 0.0, 0.0]
8283;1568595203765997568;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
8284;1425872739357925377;ambiguous;[1, 1, 0, 1, 1, 1, 0, 1];[1.56, 0.38299999999999995, 0.0, 1.625, 0.515, 0.812, 0.0, 1.297]
8285;1424900093367394304;ambiguous;[1, 0, 1, 0, 0, 0, 0, 0];[0.152, 0.0, 0.266, 0.0, 0.0, 0.0, 0.0, 0.0]
8286;1438062094323228673;believe;[0, 1, 0, 0, 1, 0, 1, 1];[0.0, 0.402, 0.0, 0.0, 0.44899999999999995, 0.0, 0.22699999999999998, 0.75]
8287;1431464279488692226;believe;[0, 1, 1, 1, 0, 1, 0, 1];[0.0, 0.312, 0.49200000000000005, 0.923, 0.0, 0.6559999999999999, 0.0, 1.023]
8288;1433444375741276161;believe;[0, 1, 0, 0, 0, 1, 0, 0];[0.0, 0.516, 0.0, 0.0, 0.0, 0.758, 0.0, 0.0]
8289;1425025635047591938;believe;[1, 1, 1, 1, 1, 1, 1, 1];[0.261, 0.727, 0.25, 0.841, 1.419, 0.509, 1.0779999999999998, 1.11]
8290;1558523249885159425;deny;[1, 0, 1, 0, 0, 0, 1, 0];[0.9179999999999999, 0.0, 0.867, 0.0, 0.0, 0.0, 0.45299999999999996, 0.0]
8291;1421888763395940356;believe;[1, 1, 0, 1, 1, 0, 0, 1];[0.039, 0.469, 0.0, 0.421, 0.406, 0.0, 0.0, 0.414]
8292;1426283116113584130;ambiguous;[0, 1, 0, 1, 1, 1, 0, 1];[0.0, 0.445, 0.0, 0.234, 0.887, 0.163, 0.0, 0.993]
8293;1425247426470940672;ambiguous;[0, 0, 0, 1, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.203, 0.39399999999999996, 0.0, 0.0, 0.0]
8294;1444638049682477065;believe;[0, 0, 0, 1, 1, 1, 1, 1];[0.0, 0.0, 0.0, 1.758, 0.344, 0.6409999999999999, 0.828, 1.829]
8295;1424949491338153984;believe;[0, 0, 0, 1, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.297, 0.047, 0.0, 0.0, 1.6880000000000002]
8296;1422995889187168261;believe;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.445]
8297;1430780231116365825;ambiguous;[0, 1, 0, 0, 0, 1, 0, 0];[0.0, 0.922, 0.0, 0.0, 0.0, 0.016, 0.0, 0.0]
8298;1422176424300093441;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.6409999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8299;1426003371836665861;ambiguous;[0, 0, 1, 0, 1, 0, 0, 1];[0.0, 0.0, 0.21899999999999997, 0.0, 0.26, 0.0, 0.0, 0.484]
8300;1429857324269719558;believe;[1, 1, 1, 1, 0, 1, 0, 1];[0.624, 0.5, 0.938, 0.782, 0.0, 1.48, 0.0, 1.3599999999999999]
8301;1425837981831548935;believe;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.486, 0.0, 0.0, 0.633]
8302;1432044338763210756;believe;[0, 1, 1, 1, 0, 1, 1, 1];[0.0, 0.57, 0.5860000000000001, 0.25, 0.0, 0.359, 0.297, 0.8979999999999999]
8303;1432561911263027200;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.727]
8304;1427520577942827016;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
8305;1444339450046259201;believe;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.359, 0.0, 0.0, 0.0]
8306;1443184502730264576;believe;[0, 1, 0, 1, 1, 1, 1, 0];[0.0, 0.5, 0.0, 0.664, 0.33299999999999996, 0.621, 0.16399999999999998, 0.0]
8307;1514459804441358339;deny;[1, 0, 1, 1, 0, 1, 1, 1];[0.818, 0.0, 0.82, 0.972, 0.0, 0.75, 0.672, 0.5]
8308;1422268217532243968;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47700000000000004]
8309;1437828339260174340;deny;[1, 0, 0, 1, 0, 1, 1, 1];[0.5, 0.0, 0.0, 2.313, 0.0, 0.6409999999999999, 0.828, 0.6409999999999999]
8310;1555165229704773632;deny;[0, 1, 1, 0, 0, 0, 1, 0];[0.0, 0.9769999999999999, 0.039, 0.0, 0.0, 0.0, 0.297, 0.0]
8311;1435306154054365186;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 1.12, 0.0, 0.0, 0.0, 0.0]
8312;1424922266094039042;ambiguous;[1, 0, 1, 1, 0, 0, 0, 0];[0.266, 0.0, 0.7190000000000001, 0.524, 0.0, 0.0, 0.0, 0.0]
8313;1427701051776327681;ambiguous;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8314;1421044664073863174;ambiguous;[0, 1, 0, 0, 1, 1, 0, 1];[0.0, 1.016, 0.0, 0.0, 0.9779999999999999, 0.23399999999999999, 0.0, 1.8910000000000002]
8315;1427132312144199682;ambiguous;[1, 0, 1, 1, 1, 1, 1, 1];[0.45299999999999996, 0.0, 0.21899999999999997, 0.27899999999999997, 0.242, 0.078, 0.617, 0.39799999999999996]
8316;1437085497445208067;believe;[1, 1, 0, 1, 0, 0, 0, 1];[0.532, 0.8759999999999999, 0.0, 1.246, 0.0, 0.0, 0.0, 1.172]
8317;1432930849201197057;believe;[1, 0, 1, 1, 0, 1, 0, 0];[0.485, 0.0, 1.032, 0.484, 0.0, 0.42200000000000004, 0.0, 0.0]
8318;1421003480060284932;ambiguous;[0, 0, 0, 1, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.198, 0.39399999999999996, 0.0, 0.0, 1.204]
8319;1569652762954047488;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
8320;1424818107223314437;believe;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.344, 0.68]
8321;1421170023549259776;believe;[0, 1, 0, 1, 1, 0, 1, 1];[0.0, 0.547, 0.0, 0.45299999999999996, 0.531, 0.0, 0.297, 0.305]
8322;1436260672757805073;believe;[0, 0, 0, 0, 0, 0, 1, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.578, 0.0]
8323;1433518007830122496;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.414, 0.0, 0.0, 0.0, 0.0, 0.0, 1.063]
8324;1450398592275996672;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.562]
8325;1426165494688600068;ambiguous;[1, 1, 0, 0, 0, 0, 1, 0];[0.545, 0.516, 0.0, 0.0, 0.0, 0.0, 0.602, 0.0]
8326;1421655959022276611;ambiguous;[0, 1, 0, 1, 1, 0, 0, 1];[0.0, 0.562, 0.0, 0.636, 0.6409999999999999, 0.0, 0.0, 1.0859999999999999]
8327;1513971904746557440;deny;[1, 0, 1, 0, 1, 1, 1, 0];[0.297, 0.0, 0.36700000000000005, 0.0, 0.156, 0.406, 0.9139999999999999, 0.0]
8328;1427069108835606535;believe;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.42200000000000004, 0.0, 0.0, 0.0]
8329;1424467764509560833;believe;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.648, 0.0, 0.0, 0.583, 0.0, 0.0, 0.469]
8330;1424777554825777157;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.7659999999999999, 0.0, 0.0, 0.0, 0.0]
8331;1564643645243932673;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.32799999999999996, 0.0, 0.406, 0.0, 0.0, 0.0, 0.0, 0.0]
8332;1588618799284355072;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.42200000000000004, 0.0, 0.0, 0.0, 0.0, 0.0]
8333;1429204809987538952;ambiguous;[1, 0, 0, 1, 0, 0, 0, 1];[0.868, 0.0, 0.0, 0.062, 0.0, 0.0, 0.0, 0.516]
8334;1427329550430752769;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8335;1592133837643042817;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.992, 0.0, 0.0, 0.0, 0.0, 0.0]
8336;1564549686626762753;deny;[0, 0, 1, 0, 0, 0, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.45299999999999996, 0.0]
8337;1422147971441901574;believe;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 1.118, 0.0, 0.0, 0.718]
8338;1599717144077381633;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.594, 0.0, 0.7340000000000001, 0.0, 0.0, 0.0, 0.0, 0.0]
8339;1499917002714005504;deny;[0, 1, 1, 0, 1, 0, 1, 1];[0.0, 1.5390000000000001, 0.125, 0.0, 1.7849999999999997, 0.0, 0.9380000000000001, 1.6480000000000001]
8340;1424389808038813696;believe;[0, 0, 0, 1, 1, 1, 0, 0];[0.0, 0.0, 0.0, 0.7659999999999999, 0.603, 0.652, 0.0, 0.0]
8341;1434880143797989381;believe;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 0.6409999999999999, 0.0, 0.0, 0.0, 0.0, 0.35200000000000004, 1.2730000000000001]
8342;1425596335064076290;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.26, 0.0, 0.0, 1.1949999999999998]
8343;1427366495869341697;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.406]
8344;1428381520390205442;ambiguous;[1, 1, 1, 1, 0, 1, 1, 1];[0.735, 0.38299999999999995, 0.594, 0.953, 0.0, 0.9109999999999999, 0.836, 0.695]
8345;1424269306221654019;believe;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.445]
8346;1430242445355274242;believe;[0, 0, 0, 1, 0, 1, 1, 1];[0.0, 0.0, 0.0, 1.4849999999999999, 0.0, 0.8909999999999999, 0.828, 0.406]
8347;1517911235299143680;deny;[1, 0, 1, 1, 0, 0, 0, 0];[0.688, 0.0, 0.594, 0.6559999999999999, 0.0, 0.0, 0.0, 0.0]
8348;1429064956943773704;believe;[0, 0, 0, 1, 0, 1, 1, 1];[0.0, 0.0, 0.0, 2.649, 0.0, 0.812, 1.2819999999999998, 0.43]
8349;1563524400896299011;deny;[0, 0, 1, 0, 0, 0, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.45299999999999996, 0.0]
8350;1429107388657844224;believe;[0, 0, 0, 1, 0, 0, 1, 0];[0.0, 0.0, 0.0, 0.688, 0.0, 0.0, 0.648, 0.0]
8351;1502616671424450561;deny;[1, 0, 1, 1, 1, 1, 0, 0];[0.912, 0.0, 0.6559999999999999, 1.5, 1.936, 0.828, 0.0, 0.0]
8352;1432716252854771712;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.6559999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 1.157]
8353;1421410186367881224;ambiguous;[0, 0, 1, 0, 0, 1, 0, 1];[0.0, 0.0, 0.695, 0.0, 0.0, 0.348, 0.0, 0.43799999999999994]
8354;1426160519258513415;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39799999999999996]
8355;1424773587857285120;ambiguous;[0, 1, 0, 1, 0, 1, 0, 1];[0.0, 0.38299999999999995, 0.0, 1.0, 0.0, 0.7190000000000001, 0.0, 0.695]
8356;1428310767841972224;believe;[0, 0, 0, 1, 0, 1, 0, 0];[0.0, 0.0, 0.0, 0.094, 0.0, 0.228, 0.0, 0.0]
8357;1592373327913705472;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.7890000000000001, 0.0, 0.0, 0.0, 0.0, 0.0]
8358;1424622475682459652;believe;[1, 1, 1, 1, 1, 1, 0, 1];[0.758, 0.562, 0.7659999999999999, 0.6559999999999999, 1.641, 0.609, 0.0, 0.6409999999999999]
8359;1423280011977453571;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.35200000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8360;1428261845245235201;believe;[0, 1, 0, 1, 0, 1, 1, 1];[0.0, 0.38299999999999995, 0.0, 0.7659999999999999, 0.0, 0.32799999999999996, 0.429, 0.695]
8361;1425675964973944837;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.359, 0.0, 0.0, 0.0, 0.0]
8362;1574982173710393344;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.645, 0.0, 0.812, 0.0, 0.0, 0.0, 0.0, 0.0]
8363;1424868918921887745;believe;[0, 0, 0, 1, 1, 1, 0, 1];[0.0, 0.0, 0.0, 0.094, 0.562, 0.228, 0.0, 0.539]
8364;1424516415927635971;ambiguous;[1, 0, 0, 1, 1, 0, 0, 0];[0.27899999999999997, 0.0, 0.0, 0.42200000000000004, 0.141, 0.0, 0.0, 0.0]
8365;1421151573426675715;ambiguous;[1, 1, 1, 0, 0, 0, 0, 1];[0.141, 0.516, 0.22699999999999998, 0.0, 0.0, 0.0, 0.0, 1.016]
8366;1424919260896251906;ambiguous;[1, 0, 0, 1, 0, 1, 1, 0];[0.23399999999999999, 0.0, 0.0, 0.172, 0.0, 0.045, 0.21100000000000002, 0.0]
8367;1421002013358362629;believe;[1, 0, 0, 0, 0, 0, 0, 0];[0.21899999999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8368;1426134774591234049;believe;[1, 1, 0, 1, 1, 1, 1, 1];[0.045, 0.9450000000000001, 0.0, 1.094, 0.23399999999999999, 0.031, 0.125, 1.7280000000000002]
8369;1426400713593212929;ambiguous;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8370;1431250318197772296;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
8371;1454531708817190928;believe;[1, 1, 1, 0, 0, 1, 0, 0];[0.578, 0.523, 0.391, 0.0, 0.0, 0.578, 0.0, 0.0]
8372;1589845469899165697;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
8373;1436053735810154498;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4600000000000002]
8374;1429878147504300041;ambiguous;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.508, 0.0, 0.0, 0.0, 0.0, 0.0]
8375;1500176186193985536;deny;[1, 1, 1, 1, 0, 1, 1, 0];[1.148, 0.35200000000000004, 1.1010000000000002, 1.167, 0.0, 1.36, 0.45299999999999996, 0.0]
8376;1428355722769698829;ambiguous;[0, 1, 0, 1, 1, 0, 0, 1];[0.0, 1.101, 0.0, 0.203, 1.052, 0.0, 0.0, 1.054]
8377;1424741179829149701;believe;[1, 0, 0, 1, 1, 1, 0, 1];[0.667, 0.0, 0.0, 0.917, 0.8939999999999999, 0.163, 0.0, 0.648]
8378;1427631267156267023;ambiguous;[0, 0, 0, 1, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.203, 0.8320000000000001, 0.0, 0.0, 0.0]
8379;1427335599703220224;believe;[1, 1, 1, 1, 1, 1, 1, 1];[0.261, 0.758, 0.25, 0.391, 0.682, 0.509, 0.5239999999999999, 0.484]
8380;1429854760153194502;ambiguous;[0, 1, 0, 1, 0, 0, 0, 1];[0.0, 0.406, 0.0, 0.198, 0.0, 0.0, 0.0, 1.25]
8381;1424078278638194689;believe;[1, 0, 0, 0, 0, 0, 0, 0];[0.485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8382;1425494787126398979;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
8383;1421104171718217729;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.9420000000000001, 0.0, 0.0, 0.0, 0.0]
8384;1422119986265460738;believe;[0, 0, 1, 0, 0, 1, 0, 0];[0.0, 0.0, 0.695, 0.0, 0.0, 0.348, 0.0, 0.0]
8385;1425319433027735554;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8386;1427310738461257728;believe;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.9279999999999999, 0.0, 0.0, 0.0, 0.47700000000000004]
8387;1424842984453906434;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.28800000000000003, 0.0, 0.0, 0.47700000000000004]
8388;1434895506480803855;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.964, 0.0, 0.0, 0.0, 0.0]
8389;1425822269444481026;believe;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.39799999999999996]
8390;1425889446818320387;ambiguous;[1, 1, 1, 0, 1, 0, 1, 1];[0.0, 0.75, 0.039, 0.0, 0.09, 0.0, 0.078, 1.0230000000000001]
8391;1523469393539510272;deny;[0, 0, 0, 0, 0, 1, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.379, 0.0, 0.0]
8392;1433779528245989379;believe;[1, 0, 0, 1, 0, 0, 0, 1];[0.868, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 1.633]
8393;1422103792611385344;believe;[1, 1, 0, 1, 1, 1, 1, 0];[0.045, 1.774, 0.0, 0.062, 1.176, 0.0, 0.6799999999999999, 0.0]
8394;1431355155707006981;believe;[1, 0, 1, 1, 0, 1, 1, 0];[0.6409999999999999, 0.0, 0.25, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
8395;1421944619852513285;believe;[0, 1, 0, 0, 1, 0, 1, 1];[0.0, 0.773, 0.0, 0.0, 0.586, 0.0, 0.36700000000000005, 0.68]
8396;1426406583769067521;believe;[0, 1, 0, 1, 1, 0, 1, 1];[0.0, 1.008, 0.0, 0.198, 1.272, 0.0, 0.21899999999999997, 1.2650000000000001]
8397;1424621763795865600;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.38299999999999995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.594]
8398;1424705865223917570;believe;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.42200000000000004, 0.0, 0.0, 1.1019999999999999]
8399;1590789275460993024;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.706, 0.0, 0.758, 0.0, 0.0, 0.0, 0.0, 0.0]
8400;1425115151716470790;believe;[0, 0, 1, 0, 0, 0, 0, 1];[0.0, 0.0, 0.539, 0.0, 0.0, 0.0, 0.0, 0.805]
8401;1596011558592999425;deny;[1, 0, 0, 0, 0, 0, 0, 0];[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8402;1574540974784598016;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.8399999999999999, 0.0, 1.062, 0.0, 0.0, 0.0, 0.0, 0.0]
8403;1435616606508490752;believe;[0, 1, 0, 1, 0, 0, 1, 1];[0.0, 0.38299999999999995, 0.0, 0.198, 0.0, 0.0, 0.21899999999999997, 0.617]
8404;1433707435068379170;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.539]
8405;1422538897519751168;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47700000000000004]
8406;1435608724979191810;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.516]
8407;1425164548932243456;believe;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.406, 0.0, 0.0, 0.0]
8408;1426505251704631297;ambiguous;[0, 1, 0, 1, 0, 0, 1, 1];[0.0, 0.547, 0.0, 0.651, 0.0, 0.0, 0.297, 0.305]
8409;1422973194064039936;ambiguous;[1, 0, 0, 1, 0, 0, 0, 0];[0.5, 0.0, 0.0, 0.43799999999999994, 0.0, 0.0, 0.0, 0.0]
8410;1421245926987898880;believe;[1, 0, 1, 0, 1, 1, 0, 1];[0.578, 0.0, 0.391, 0.0, 1.137, 0.578, 0.0, 0.359]
8411;1430651341488132099;ambiguous;[1, 0, 0, 1, 0, 1, 0, 0];[1.3659999999999999, 0.0, 0.0, 0.754, 0.0, 0.8440000000000001, 0.0, 0.0]
8412;1420997711520731136;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0];[0.0, 0.0, 0.0, 0.8620000000000001, 0.0, 0.75, 0.0, 0.0]
8413;1421760130920689664;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.359, 0.0, 0.0, 0.0, 0.0]
8414;1429542236384026624;ambiguous;[1, 1, 1, 0, 0, 0, 1, 1];[0.0, 0.22699999999999998, 0.039, 0.0, 0.0, 0.0, 0.078, 0.406]
8415;1590874036762210304;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 1.195, 0.0, 0.0, 0.0, 0.0, 0.0]
8416;1425032697165107225;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.469]
8417;1421568325302116355;ambiguous;[0, 1, 0, 0, 1, 0, 1, 1];[0.0, 0.516, 0.0, 0.0, 1.301, 0.0, 0.45299999999999996, 0.625]
8418;1431334787432783872;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.406]
8419;1422186949260058626;believe;[1, 0, 1, 1, 0, 0, 0, 0];[0.609, 0.0, 0.359, 1.0, 0.0, 0.0, 0.0, 0.0]
8420;1422083932040933382;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 1.386, 0.0, 0.406, 0.6409999999999999, 0.0]
8421;1433404481299959819;believe;[1, 1, 1, 1, 0, 1, 1, 1];[0.578, 1.0070000000000001, 0.49200000000000005, 1.47, 0.0, 0.45299999999999996, 0.742, 0.617]
8422;1588167202108211201;deny;[1, 0, 1, 0, 0, 0, 0, 0];[1.923, 0.0, 2.0620000000000003, 0.0, 0.0, 0.0, 0.0, 0.0]
8423;1432231755730276358;believe;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 1.461, 0.0, 0.0, 0.0, 0.0, 0.6559999999999999, 0.43799999999999994]
8424;1421500787667001350;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.791, 0.0, 0.0, 0.484]
8425;1440919631364038656;believe;[0, 0, 0, 1, 0, 1, 0, 0];[0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.32799999999999996, 0.0, 0.0]
8426;1436306124022550530;believe;[0, 1, 0, 1, 0, 0, 0, 1];[0.0, 0.523, 0.0, 0.188, 0.0, 0.0, 0.0, 0.9850000000000001]
8427;1437759007020699649;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.406]
8428;1430319135876059142;ambiguous;[1, 1, 0, 1, 0, 0, 0, 1];[0.424, 0.578, 0.0, 1.078, 0.0, 0.0, 0.0, 0.508]
8429;1429830639814025220;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.461]
8430;1421813971670208512;ambiguous;[0, 1, 0, 0, 1, 0, 0, 0];[0.0, 0.516, 0.0, 0.0, 0.109, 0.0, 0.0, 0.0]
